Ensembl_ID,Gene_symbol,Log_FoldChange,logCPM,PValue,FDR_adjusted_P.value,Power,BCOV
ENSG00000120526,NUDCD1,0.363,3.976,0.480875802,0.724503306,0.532,0.768
ENSG00000178904,DPY19L3,0.196,5.766,0.480833988,0.724503306,0.481,0.446
ENSG00000125834,STK35,-0.194,6.065,0.480886447,0.724503306,0.367,0.53
ENSG00000119414,PPP6C,-0.228,4.724,0.480916975,0.724508779,0.34,0.641
ENSG00000173679,OR1L1,1.409,0.109,0.481110259,0.724516333,0.745,2.249
ENSG00000246022,ALDH1L1-AS2,1.27,0.16,0.481041359,0.724516333,0.732,2.029
ENSG00000250427,LINC02148,-0.469,0.973,0.481094738,0.724516333,0.234,1.572
ENSG00000231826,LINC01819,0.585,1.936,0.480998013,0.724516333,0.566,1.141
ENSG00000137098,SPAG8,-0.309,2.656,0.481089717,0.724516333,0.283,0.931
ENSG00000157796,WDR19,-0.186,5.638,0.481079569,0.724516333,0.357,0.512
ENSG00000134910,STT3A,0.216,5.9,0.480991441,0.724516333,0.498,0.485
ENSG00000251182,LOC102723778,-0.539,-0.519,0.481152905,0.724540051,0.171,2.107
ENSG00000266010,GATA6-AS1,-0.594,0.308,0.481423648,0.724664184,0.196,2.273
ENSG00000132911,NMUR2,-0.451,1.835,0.481314916,0.724664184,0.252,1.495
ENSG00000224406,LINC02052,-0.548,1.85,0.481415306,0.724664184,0.208,2.11
ENSG00000243147,MRPL33,0.396,2.401,0.481322816,0.724664184,0.499,0.81
ENSG00000107104,KANK1,-0.224,5.839,0.481387458,0.724664184,0.353,0.63
ENSG00000152763,WDR78,-0.233,6.372,0.481417577,0.724664184,0.349,0.664
ENSG00000072274,TFRC,-0.249,6.417,0.481266643,0.724664184,0.347,0.715
ENSG00000215367,TMED11P,1.232,1.096,0.481491001,0.724702049,0.756,1.997
ENSG00000159228,CBR1,-0.21,3.35,0.481502609,0.724702049,0.318,0.561
ENSG00000135406,PRPH,0.622,3.17,0.481537864,0.72471462,0.615,1.21
ENSG00000276404,MIR6835,2.168,-1.483,0.481630038,0.724812847,0.935,2.289
ENSG00000075290,WNT8B,0.871,0.346,0.48168857,0.724860438,0.64,1.459
ENSG00000205944,DAZ2,2.16,-1.467,0.481726814,0.724877495,0.893,2.573
ENSG00000147535,PLPP5,-0.192,5.076,0.481960684,0.725148397,0.354,0.523
ENSG00000173757,STAT5B,-0.154,6.043,0.481955311,0.725148397,0.374,0.409
ENSG00000256436,TAS2R31,0.799,0.57,0.481992491,0.72515575,0.583,1.459
ENSG00000149483,TMEM138,-0.163,5.126,0.482024598,0.725163555,0.356,0.434
ENSG00000214866,DCDC2C,1.198,0.134,0.482114696,0.725258596,0.722,1.912
ENSG00000283448,GPR1,0.537,0.924,0.482245748,0.725384034,0.48,1.051
ENSG00000177192,PUS1,0.228,4.846,0.482251936,0.725384034,0.478,0.511
ENSG00000089692,LAG3,-0.311,2.875,0.482513503,0.725655915,0.293,0.929
ENSG00000160221,C21orf33,0.479,2.886,0.482502026,0.725655915,0.548,0.98
ENSG00000114354,TFG,-0.212,5.602,0.482469563,0.725655915,0.357,0.588
ENSG00000157343,ARMC12,-0.481,0.587,0.482687778,0.725877484,0.232,1.582
ENSG00000281131,SCHLAP1,0.306,4.132,0.482740714,0.725887098,0.517,0.653
ENSG00000137106,GRHPR,-0.164,4.99,0.482748065,0.725887098,0.366,0.425
ENSG00000254588,LOC101929517,-0.541,-0.178,0.4828974,0.726018772,0.234,1.687
ENSG00000236609,ZNF853,0.337,3.047,0.482916488,0.726018772,0.467,0.738
ENSG00000204138,PHACTR4,0.165,6.998,0.482879567,0.726018772,0.484,0.381
ENSG00000283552,FRG2,2.236,-1.471,0.483085043,0.726174228,0.919,2.529
ENSG00000283353,FRG2,2.237,-1.47,0.483154768,0.726174228,0.919,2.529
ENSG00000158077,NLRP14,0.68,1.011,0.483151045,0.726174228,0.544,1.317
ENSG00000105131,EPHX3,0.782,1.414,0.483128287,0.726174228,0.611,1.462
ENSG00000230542,LINC00102,0.421,1.84,0.483200415,0.726174228,0.483,0.846
ENSG00000278615,C11orf98,0.468,2.466,0.48320004,0.726174228,0.53,0.955
ENSG00000187097,ENTPD5,-0.206,4.945,0.483208591,0.726174228,0.342,0.575
ENSG00000114988,LMAN2L,0.322,3.354,0.483255496,0.72618204,0.489,0.69
ENSG00000186666,BCDIN3D,0.29,3.446,0.483267705,0.72618204,0.524,0.578
ENSG00000282408,LOC105377924,-0.581,-0.982,0.483314665,0.726182661,0.196,1.931
ENSG00000176454,LPCAT4,0.291,4.457,0.483322033,0.726182661,0.513,0.628
ENSG00000100362,PVALB,1.137,-0.671,0.483417952,0.726189472,0.646,1.82
ENSG00000274665,PVALB,1.137,-0.671,0.483434397,0.726189472,0.646,1.82
ENSG00000112685,EXOC2,0.254,4.851,0.483383008,0.726189472,0.481,0.574
ENSG00000238961,SNORA47,0.501,4.691,0.483362378,0.726189472,0.592,1.02
ENSG00000221520,MIR1285-1,-0.367,0.573,0.483494082,0.726238629,0.241,1.046
ENSG00000221296,MIR548T,0.996,-0.815,0.483617647,0.726383728,0.593,1.578
ENSG00000241910,HLA-DOB,1.017,-1.018,0.483871366,0.726440213,0.637,1.408
ENSG00000207313,SNORA2B,-0.541,-0.152,0.483897958,0.726440213,0.223,1.764
ENSG00000238020,HTR3E-AS1,0.49,1.11,0.483872479,0.726440213,0.462,0.982
ENSG00000129518,EAPP,0.344,3.379,0.483822031,0.726440213,0.524,0.709
ENSG00000185716,C16orf52,-0.247,3.934,0.483780039,0.726440213,0.321,0.706
ENSG00000156502,SUPV3L1,-0.184,4.255,0.483695162,0.726440213,0.337,0.492
ENSG00000187672,ERC2,0.398,4.442,0.483821663,0.726440213,0.557,0.832
ENSG00000118322,ATP10B,0.314,5.808,0.483881861,0.726440213,0.538,0.682
ENSG00000119906,SLF2,-0.212,6.112,0.483836239,0.726440213,0.351,0.599
ENSG00000167863,ATP5H,-0.205,4.505,0.483970756,0.726509013,0.341,0.563
ENSG00000255420,CASC23,1.314,0.603,0.484155024,0.726699818,0.781,2.026
ENSG00000212464,SNORA12,0.59,3.503,0.484178794,0.726699818,0.603,1.171
ENSG00000163738,MTHFD2L,0.25,4.475,0.484165957,0.726699818,0.503,0.537
ENSG00000072682,P4HA2,-0.271,7.323,0.484209701,0.726705717,0.338,0.795
ENSG00000168813,ZNF507,0.271,5.899,0.484272844,0.726759994,0.515,0.603
ENSG00000250156,LINC02060,-0.533,1.708,0.484360438,0.726850953,0.215,1.997
ENSG00000185261,KIAA0825,-0.175,4.589,0.484524007,0.72705591,0.338,0.474
ENSG00000249534,LINC01258,1.386,-0.284,0.484607744,0.727100558,0.739,2.157
ENSG00000125430,HS3ST3B1,-0.25,2.56,0.484582689,0.727100558,0.294,0.686
ENSG00000165997,ARL5B,-0.258,5.037,0.484818612,0.727376429,0.329,0.753
ENSG00000171109,MFN1,-0.21,5.745,0.484851523,0.727385293,0.35,0.591
ENSG00000184508,HDDC3,0.291,3.012,0.484904063,0.727423604,0.442,0.639
ENSG00000261522,LOC100133920,0.736,1.36,0.484984168,0.727462749,0.601,1.376
ENSG00000277400,MAFIP,-0.41,3.133,0.484961405,0.727462749,0.265,1.357
ENSG00000275619,GON7,-0.281,1.651,0.485426988,0.72804601,0.259,0.791
ENSG00000180336,MEIOC,0.343,3.891,0.485427069,0.72804601,0.539,0.712
ENSG00000263090,KRTAP9-2,2.338,-1.448,0.485616446,0.728086815,0.927,2.637
ENSG00000170270,GON7,-0.28,1.651,0.485511745,0.728086815,0.258,0.791
ENSG00000185347,C14orf80,-0.295,4.334,0.485594114,0.728086815,0.321,0.869
ENSG00000154240,CEP112,-0.183,5.205,0.485573963,0.728086815,0.338,0.514
ENSG00000047315,POLR2B,-0.223,5.6,0.485561923,0.728086815,0.343,0.635
