Ensembl_ID,Gene_symbol,Log_FoldChange,logCPM,PValue,FDR_adjusted_P.value,Power,BCOV
ENSG00000168124,OR1F1,4.611,-0.517,0.067553163,0.246845782,1,2.374
ENSG00000258843,LOC105370489,3.697,-0.987,0.067643854,0.246927332,1,1.859
ENSG00000263028,TAS2R19,1.927,0.475,0.067622228,0.246927332,1,1.343
ENSG00000212124,TAS2R19,1.927,0.475,0.067622822,0.246927332,1,1.343
ENSG00000263581,MIR548X2,-1.132,0.474,0.067644442,0.246927332,0.932,1.228
ENSG00000157168,NRG1,1.093,5.018,0.067609231,0.246927332,1,0.891
ENSG00000085511,MAP3K4,0.59,6.105,0.067607037,0.246927332,0.999,0.517
ENSG00000162430,SELENON,-0.525,6.726,0.067618165,0.246927332,0.99,0.546
ENSG00000160007,ARHGAP35,0.6,7.645,0.067648812,0.246927332,0.999,0.527
ENSG00000272259,LINC01749,4.347,0.191,0.067672993,0.246948672,1,2.183
ENSG00000242419,PCDHGC3,1.152,3.763,0.067668736,0.246948672,1,0.937
ENSG00000121236,TRIM6,-0.837,2.302,0.067699429,0.246969588,0.965,0.902
ENSG00000274044,LINC01660,1.455,2.521,0.067715397,0.246969588,1,1.09
ENSG00000247151,CSTF3-AS1,0.817,2.669,0.067709657,0.246969588,0.997,0.683
ENSG00000140577,CRTC3,-0.485,5.904,0.067699942,0.246969588,0.989,0.5
ENSG00000175344,CHRNA7,0.803,5.158,0.067756398,0.24708567,0.999,0.68
ENSG00000182132,KCNIP1,2.334,1.569,0.067838797,0.247317277,1,1.596
ENSG00000175785,PRIMA1,1.542,1.841,0.067861465,0.247317277,1,1.17
ENSG00000274089,PRIMA1,1.541,1.841,0.067850805,0.247317277,1,1.17
ENSG00000176894,PXMP2,0.791,3.549,0.067833439,0.247317277,0.999,0.662
ENSG00000173221,GLRX,-0.526,4.429,0.067865814,0.247317277,0.983,0.544
ENSG00000172554,SNTG2,1.379,3.685,0.067885038,0.247320417,1,1.078
ENSG00000125170,DOK4,-0.739,4.058,0.06788462,0.247320417,0.981,0.795
ENSG00000100767,PAPLN,-0.617,4.816,0.067903443,0.247354017,0.985,0.651
ENSG00000180433,OR6K6,4.142,-0.772,0.067927982,0.247361512,1,2.142
ENSG00000160321,ZNF208,1.079,3.169,0.067923214,0.247361512,0.999,0.877
ENSG00000128872,TMOD2,0.651,6.355,0.067933049,0.247361512,0.999,0.566
ENSG00000135443,KRT85,3.548,-0.149,0.068082052,0.247870565,1,2.215
ENSG00000010818,HIVEP2,-0.569,5.95,0.068282151,0.248565483,0.988,0.599
ENSG00000263279,LOC105371079,4.294,-0.732,0.068315101,0.248651828,1,2.234
ENSG00000214691,LINC01913,-1.603,0.711,0.068351646,0.248751235,0.928,1.979
ENSG00000128536,CDHR3,-0.747,4.547,0.068400964,0.248897091,0.982,0.809
ENSG00000276168,RN7SL1,-0.66,13.494,0.068451974,0.249049064,0.989,0.707
ENSG00000223502,LOC102724719,1.194,1.642,0.068483069,0.249122221,0.998,0.965
ENSG00000107854,TNKS2,-0.543,5.44,0.068490577,0.249122221,0.987,0.569
ENSG00000165120,SSMEM1,4.347,-0.694,0.068508693,0.24915447,1,2.261
ENSG00000152413,HOMER1,-0.82,3.998,0.068543382,0.249246979,0.979,0.901
ENSG00000135549,PKIB,1.191,2.558,0.068561746,0.249280107,1,0.91
ENSG00000248469,LOC100996385,1.882,0.312,0.068629917,0.249494291,1,1.355
ENSG00000179044,EXOC3L1,-0.883,2.471,0.068653784,0.249515905,0.968,0.964
ENSG00000273002,LOC107985209,0.928,3.226,0.068654388,0.249515905,0.999,0.774
ENSG00000115145,STAM2,-0.517,4.502,0.06866706,0.249527803,0.984,0.534
ENSG00000004848,ARX,2.756,4.704,0.068676187,0.249527803,1,1.832
ENSG00000103067,ESRP2,-0.547,5.018,0.068697363,0.249571082,0.986,0.57
ENSG00000173467,AGR3,-1.111,1.009,0.068734991,0.24966217,0.937,1.264
ENSG00000253368,TRNP1,-0.901,2.16,0.06875024,0.24966217,0.963,0.985
ENSG00000143315,PIGM,0.485,4.151,0.068741014,0.24966217,0.995,0.426
ENSG00000119508,NR4A3,-0.809,5.209,0.068777533,0.249727618,0.983,0.885
ENSG00000227234,SPANXB1,3.692,-0.991,0.068878858,0.249822452,1,1.869
ENSG00000221066,SNORD111,3.588,-1.03,0.068873117,0.249822452,1,1.783
ENSG00000240012,SLC9A9-AS1,-1.29,0.315,0.068893828,0.249822452,0.925,1.475
ENSG00000156009,MAGEA8,-1.627,0.338,0.06889018,0.249822452,0.918,2.021
ENSG00000249961,TERB1,1.104,2.075,0.068849169,0.249822452,0.999,0.849
ENSG00000165905,LARGE2,1.153,4.274,0.068896142,0.249822452,1,0.939
ENSG00000125731,SH2D3A,-0.583,5.087,0.06890389,0.249822452,0.986,0.612
ENSG00000164989,CCDC171,0.58,5.72,0.068901099,0.249822452,0.999,0.508
ENSG00000042980,ADAM28,1.11,6.017,0.068854649,0.249822452,1,0.91
ENSG00000011485,PPP5C,0.545,6.309,0.068905666,0.249822452,0.999,0.482
ENSG00000115461,IGFBP5,1.065,9.549,0.068813448,0.249822452,1,0.879
ENSG00000207814,MIR147A,4.045,-0.825,0.068976063,0.249952593,1,2.091
ENSG00000163354,DCST2,1.67,2.145,0.068977452,0.249952593,1,1.264
ENSG00000283649,ZDBF2,0.866,4.663,0.068974068,0.249952593,0.999,0.732
ENSG00000167967,E4F1,0.723,5.224,0.068978676,0.249952593,0.999,0.623
ENSG00000274821,SERPINA2,4.981,-0.268,0.069011219,0.249981434,1,2.544
ENSG00000135185,TMEM243,-0.772,3.142,0.069010209,0.249981434,0.974,0.835
ENSG00000204186,ZDBF2,0.865,4.663,0.069014475,0.249981434,0.999,0.732
ENSG00000168267,PTF1A,3.704,-0.984,0.069032762,0.250014056,1,1.879
ENSG00000187559,FOXD4L3,3.366,-0.384,0.069065217,0.250030749,1,2.062
ENSG00000169067,ACTBL2,3.921,0.249,0.069059477,0.250030749,1,2.269
ENSG00000153904,DDAH1,-0.644,5.248,0.069064265,0.250030749,0.986,0.687
ENSG00000153902,LGI4,-1.062,3.315,0.069080856,0.250053761,0.971,1.212
ENSG00000203970,DEFB110,4.63,-0.542,0.06909565,0.250073709,1,2.401
ENSG00000181852,RNF41,0.718,5.252,0.069129475,0.250162521,0.999,0.621
ENSG00000145244,CORIN,-0.679,4.447,0.069192617,0.250357382,0.983,0.727
ENSG00000138750,NUP54,0.648,4.587,0.069226949,0.250447967,0.998,0.565
ENSG00000100280,AP1B1,-0.482,5.723,0.069292272,0.250638171,0.989,0.498
ENSG00000068878,PSME4,-0.544,6.283,0.069298133,0.250638171,0.989,0.572
ENSG00000272523,LINC01023,3.749,-0.985,0.069382404,0.250900351,1,1.939
ENSG00000224180,CCHCR1,1.172,2.285,0.06938925,0.250900351,0.999,0.934
ENSG00000223533,CCHCR1,1.172,2.285,0.069425266,0.25099689,0.999,0.934
ENSG00000181396,OGFOD3,0.683,5.116,0.069456841,0.251077348,0.999,0.597
ENSG00000188825,LINC00910,0.621,6.839,0.069500908,0.251202931,0.999,0.546
ENSG00000232070,TMEM253,2.338,0.976,0.069525394,0.251240779,1,1.594
ENSG00000042832,TG,1.375,4.008,0.069530032,0.251240779,1,1.087
ENSG00000249421,ADAMTS19-AS1,4.115,-0.81,0.069550259,0.25128016,1,2.15
ENSG00000276785,PRSS58,3.574,-0.766,0.069576337,0.251340669,1,2.165
ENSG00000212128,TAS2R13,0.962,0.919,0.069635194,0.251519556,0.984,0.777
ENSG00000101019,UQCC1,0.463,5.713,0.069644657,0.251520011,0.998,0.415
ENSG00000283682,MIR548AH,-1.943,-1.362,0.06968054,0.251582146,0.87,2.371
ENSG00000273457,TAS2R13,0.962,0.919,0.06967801,0.251582146,0.984,0.777
ENSG00000283228,CACNB4,-1.738,-0.182,0.069708445,0.251615447,0.89,2.24
ENSG00000277254,TAS2R13,0.962,0.919,0.069701579,0.251615447,0.984,0.777
ENSG00000276333,HS3ST6,2.484,-0.147,0.069727577,0.251650786,1,1.62
ENSG00000229385,LOC101927987,3.941,-0.89,0.069746928,0.251653195,1,2.048
ENSG00000162040,HS3ST6,2.484,-0.147,0.069744073,0.251653195,1,1.62
ENSG00000236950,LINC01774,4.258,-0.705,0.069776227,0.25172519,1,2.219
ENSG00000189325,C6orf222,2.877,0.803,0.069878592,0.252005386,1,1.866
ENSG00000175984,DENND2C,-0.598,3.962,0.069864655,0.252005386,0.979,0.631
ENSG00000119487,MAPKAP1,0.472,5.609,0.06988196,0.252005386,0.997,0.427
ENSG00000106399,RPA3,1.137,3.117,0.069895923,0.252022001,1,0.916
ENSG00000160791,CCR5,-0.986,2.864,0.069939905,0.252146835,0.968,1.114
ENSG00000209042,SNORD12C,3.815,-0.934,0.069964581,0.252202044,1,1.967
ENSG00000232264,USP17L24,2.692,0.8,0.069986515,0.252241058,1,1.774
ENSG00000148229,POLE3,0.624,5.055,0.069994131,0.252241058,0.999,0.543
ENSG00000229579,USP17L26,2.695,0.801,0.070019701,0.25228836,1,1.774
ENSG00000230430,USP17L25,2.695,0.801,0.070025988,0.25228836,1,1.774
ENSG00000160741,CRTC2,0.714,6.291,0.07003685,0.252293751,0.999,0.621
ENSG00000227528,DIAPH3-AS1,2.297,-0.016,0.070116323,0.252377319,1,1.558
ENSG00000247675,LRP4-AS1,1.301,2.225,0.070105773,0.252377319,1,1.023
ENSG00000234715,LOC101927870,1.155,2.401,0.070100381,0.252377319,0.999,0.933
ENSG00000198553,KCNRG,1.032,3.723,0.070123848,0.252377319,0.999,0.853
ENSG00000167081,PBX3,1.001,5.378,0.070094383,0.252377319,1,0.834
ENSG00000138759,FRAS1,1.102,7.528,0.07012563,0.252377319,1,0.909
ENSG00000154380,ENAH,0.651,8.101,0.070080495,0.252377319,0.999,0.572
ENSG00000230601,TEX48,4.465,-0.612,0.070196584,0.252578392,1,2.327
ENSG00000189077,TMEM120A,-0.834,2.773,0.07020222,0.252578392,0.97,0.91
ENSG00000196639,HRH1,-0.826,3.434,0.07020963,0.252578392,0.976,0.904
ENSG00000075711,DLG1,0.512,6.717,0.070227473,0.252608849,0.999,0.458
ENSG00000163393,SLC22A15,-0.988,3.203,0.070263783,0.252705714,0.972,1.112
ENSG00000171488,LRRC8C,-0.7,4.802,0.070290176,0.252766887,0.983,0.756
ENSG00000115234,SNX17,-0.509,4.492,0.0703146,0.252813586,0.982,0.529
ENSG00000166913,YWHAB,-0.577,6.373,0.070321932,0.252813586,0.988,0.613
ENSG00000179580,RNF151,4.164,-0.778,0.070351741,0.252819529,1,2.176
ENSG00000278461,MRPS36,-1.335,0.177,0.070348715,0.252819529,0.907,1.593
ENSG00000077147,TM9SF3,-0.705,5.709,0.070340576,0.252819529,0.985,0.766
ENSG00000169193,CCDC126,-0.771,2.338,0.070408927,0.252867289,0.961,0.831
ENSG00000168032,ENTPD3,-0.894,2.491,0.070381124,0.252867289,0.965,0.99
ENSG00000234394,LOC440896,1.246,3.034,0.070411966,0.252867289,1,1.006
ENSG00000157020,SEC13,-0.491,4.67,0.070399411,0.252867289,0.983,0.51
ENSG00000109111,SUPT6H,-0.406,7.078,0.070402544,0.252867289,0.991,0.42
ENSG00000137392,CLPS,2.423,0.227,0.070432563,0.252873836,1,1.676
ENSG00000233024,NPIPA1,0.703,6.069,0.070423513,0.252873836,0.999,0.613
ENSG00000234423,LINC01250,1.172,2.625,0.07045721,0.252928616,0.999,0.957
ENSG00000115239,ASB3,0.542,7.549,0.070473324,0.25295275,0.999,0.483
ENSG00000066135,KDM4A,-0.449,5.704,0.070486223,0.252965344,0.988,0.465
ENSG00000234899,SOX9-AS1,0.643,5.698,0.070524019,0.253067274,0.999,0.56
ENSG00000188227,ZNF793,0.522,5.864,0.070533589,0.253067904,0.999,0.463
ENSG00000172362,OR5B12,3.994,-0.84,0.070591054,0.253240354,1,2.073
ENSG00000167740,CYB5D2,-0.746,2.793,0.070623657,0.253321671,0.968,0.805
ENSG00000102738,MRPS31,1.056,2.978,0.070632529,0.253321671,0.999,0.869
ENSG00000276231,PIK3R6,-1.026,2.001,0.07064513,0.253333135,0.96,1.152
ENSG00000181790,ADGRB1,1.528,4.133,0.070655077,0.253335082,1,1.19
ENSG00000196231,OR2J2,-1.993,-1.394,0.070699206,0.25336145,0.851,2.545
ENSG00000261857,MIA,1.468,2.007,0.070697672,0.25336145,1,1.128
ENSG00000142731,PLK4,0.972,4.191,0.070700053,0.25336145,1,0.804
ENSG00000166260,COX11,0.615,5.307,0.070675091,0.25336145,0.999,0.543
ENSG00000197992,CLEC9A,-1.36,1.097,0.070769127,0.253507812,0.94,1.62
ENSG00000236204,LINC01376,1.04,3.113,0.070768979,0.253507812,0.999,0.86
ENSG00000105270,CLIP3,0.732,6.344,0.070768861,0.253507812,0.999,0.635
ENSG00000198355,PIM3,-0.726,4.492,0.070788919,0.253511288,0.982,0.785
ENSG00000177302,TOP3A,0.604,5.594,0.070782327,0.253511288,0.999,0.534
ENSG00000106305,AIMP2,0.896,2.944,0.070803486,0.253529748,0.998,0.754
ENSG00000112624,BICRAL,-0.505,5.385,0.070829149,0.253587935,0.986,0.529
ENSG00000196420,S100A5,1.868,0.845,0.070869465,0.253664848,1,1.356
ENSG00000101751,POLI,0.681,5.473,0.070861971,0.253664848,0.999,0.596
ENSG00000218839,FAM138C,5.702,0.211,0.070904627,0.253756987,1,2.835
ENSG00000188038,NRN1L,-1.658,-0.813,0.070966232,0.253878386,0.842,2.169
ENSG00000198892,SHISA4,-1.009,1.937,0.070956629,0.253878386,0.957,1.139
ENSG00000143621,ILF2,0.647,6.011,0.070966822,0.253878386,0.999,0.57
ENSG00000188624,IGFL3,1.721,1.562,0.070976458,0.253879141,1,1.288
ENSG00000088280,ASAP3,-0.497,3.454,0.07098712,0.25388357,0.966,0.515
ENSG00000181523,SGSH,-0.642,5.204,0.071000967,0.253899382,0.985,0.687
ENSG00000159239,C2orf81,0.531,4.912,0.071105553,0.25423963,0.998,0.467
ENSG00000282854,ASAP3,-0.497,3.454,0.071133769,0.254306763,0.966,0.515
ENSG00000126602,TRAP1,0.45,5.327,0.071174015,0.254416882,0.997,0.406
ENSG00000215790,SLC35E2,0.649,4.497,0.071206749,0.254466356,0.998,0.573
ENSG00000275395,FCGBP,1.142,5.569,0.071199714,0.254466356,1,0.939
ENSG00000260549,MT1L,-1.562,-1.093,0.071280382,0.254695707,0.835,1.929
ENSG00000183977,PP2D1,-1.046,1.363,0.071291265,0.254700809,0.944,1.185
ENSG00000238133,MAP3K20-AS1,-0.812,2.309,0.071312253,0.254742007,0.961,0.885
ENSG00000115163,CENPA,1.039,3.233,0.071321952,0.254742874,1,0.837
ENSG00000180016,OR1E1,4.503,-0.579,0.071335808,0.254758585,1,2.354
ENSG00000212443,SNORA53,-1.066,3.377,0.071383567,0.254895353,0.968,1.232
ENSG00000168010,ATG16L2,-0.48,6.025,0.071394956,0.254902231,0.988,0.502
ENSG00000184599,FAM19A3,4.232,-0.727,0.071423898,0.254971768,1,2.218
ENSG00000213920,MDP1,1.705,1.068,0.071453218,0.255021489,0.999,1.305
ENSG00000069869,NEDD4,0.572,9.775,0.07145676,0.255021489,0.999,0.511
ENSG00000265110,MIR4731,-1.718,-1.426,0.071504113,0.255156682,0.826,2.14
ENSG00000130822,PNCK,-1.048,2.232,0.07152983,0.255214643,0.958,1.205
ENSG00000188001,TPRG1,-0.78,4.103,0.07153966,0.255215912,0.978,0.859
ENSG00000179846,NKPD1,0.924,2.738,0.071551982,0.255226071,0.998,0.769
ENSG00000234362,LINC01914,-1.595,-0.109,0.071581618,0.255297977,0.893,2.01
ENSG00000108091,CCDC6,-0.558,5.521,0.071592152,0.255301747,0.986,0.593
ENSG00000224487,OR12D3,2.793,-1.204,0.07162797,0.255340424,1,1.53
ENSG00000196131,VN1R2,0.854,3.641,0.07163057,0.255340424,0.999,0.72
ENSG00000163866,SMIM12,-0.455,5.347,0.071631434,0.255340424,0.986,0.473
ENSG00000184990,SIVA1,0.802,5.034,0.071683096,0.25549077,0.999,0.691
ENSG00000225479,PLCB1-IT1,2.04,0.784,0.071739771,0.255626621,1,1.458
ENSG00000141582,CBX4,0.9,4.303,0.071740191,0.255626621,0.999,0.763
ENSG00000207775,MIR548A1,-1.105,0.56,0.071823047,0.255784414,0.908,1.285
ENSG00000230082,PRRT3-AS1,1.372,1.246,0.071850941,0.255784414,0.999,1.051
ENSG00000228824,MIR4500HG,-0.803,1.727,0.071820046,0.255784414,0.943,0.872
ENSG00000104497,SNX16,1,2.65,0.071850283,0.255784414,0.999,0.828
ENSG00000135605,TEC,-0.969,3.148,0.071838632,0.255784414,0.968,1.103
ENSG00000023330,ALAS1,-0.585,3.878,0.071813434,0.255784414,0.978,0.616
ENSG00000109472,CPE,1.053,6.218,0.071801598,0.255784414,1,0.878
ENSG00000260343,LINC01043,4.544,1.429,0.071870663,0.255820814,1,2.519
ENSG00000122711,SPINK4,4.109,-0.798,0.071883712,0.255833458,1,2.157
ENSG00000122025,FLT3,2.655,1.906,0.071921539,0.25586667,1,1.811
ENSG00000173085,COQ2,0.91,2.834,0.071916267,0.25586667,0.998,0.772
ENSG00000032389,TSSC1,0.645,3.881,0.071905941,0.25586667,0.997,0.564
ENSG00000208028,MIR616,3.935,-0.885,0.071933958,0.255877058,1,2.059
ENSG00000244215,LINC02016,0.98,4.941,0.071953949,0.255914375,1,0.821
ENSG00000230408,LOC101927795,-1.855,-1.279,0.071974485,0.255919837,0.855,2.319
ENSG00000257495,KRT73-AS1,1.057,2.825,0.071972793,0.255919837,0.999,0.856
ENSG00000186723,OR10H1,4.907,-0.348,0.072006853,0.255990607,1,2.541
ENSG00000273523,LOC101929657,1.855,1.06,0.072024692,0.255990607,1,1.35
ENSG00000132854,KANK4,-1.143,2.05,0.0720324,0.255990607,0.957,1.326
ENSG00000267858,MZF1-AS1,0.61,4.484,0.072031479,0.255990607,0.998,0.532
ENSG00000083290,ULK2,-0.557,5.246,0.072062597,0.256064138,0.985,0.593
ENSG00000245975,LOC101928725,-0.623,3.523,0.07212225,0.256208514,0.973,0.666
ENSG00000219665,LOC101928464,0.585,6.059,0.072120081,0.256208514,0.999,0.521
ENSG00000232850,PTGES2-AS1,0.809,3.837,0.072165131,0.256327045,0.999,0.682
ENSG00000271798,SNORA51,2.237,-0.169,0.072264489,0.256492469,1,1.437
ENSG00000083454,P2RX5,-1.167,2.827,0.072252987,0.256492469,0.962,1.372
ENSG00000162552,WNT4,1.006,3.846,0.072231796,0.256492469,0.999,0.844
ENSG00000122376,FAM35A,-0.664,3.975,0.072257595,0.256492469,0.978,0.716
ENSG00000173264,GPR137,0.783,4.307,0.072227912,0.256492469,0.999,0.679
ENSG00000166860,ZBTB39,0.642,4.652,0.072268834,0.256492469,0.998,0.565
ENSG00000148248,SURF4,-0.543,4.778,0.072292741,0.256543519,0.984,0.571
ENSG00000182854,OR4F15,3.714,-0.479,0.072364014,0.256584074,1,1.994
ENSG00000254427,LOC101928812,2.678,0.541,0.072379441,0.256584074,1,1.617
ENSG00000256340,ABCC6P1,-1.329,1.67,0.072408944,0.256584074,0.946,1.599
ENSG00000243594,PSMB9,-0.834,1.624,0.072382576,0.256584074,0.945,0.902
ENSG00000239836,PSMB9,-0.833,1.624,0.072389837,0.256584074,0.944,0.902
ENSG00000165879,FRAT1,-0.945,1.762,0.072335319,0.256584074,0.951,1.056
ENSG00000188778,ADRB3,1.308,2.751,0.072357201,0.256584074,1,1.047
ENSG00000109158,GABRA4,1.885,3.709,0.072367488,0.256584074,1,1.398
ENSG00000115944,COX7A2L,0.548,4.992,0.072391338,0.256584074,0.998,0.488
ENSG00000157423,HYDIN,-0.579,5.255,0.072400693,0.256584074,0.984,0.618
ENSG00000283022,HYDIN,-0.579,5.255,0.072374986,0.256584074,0.984,0.618
ENSG00000148950,IMMP1L,1.053,3.902,0.072436178,0.256646819,0.999,0.876
ENSG00000265612,MIR4539,-1.975,-0.956,0.072537572,0.2567838,0.847,2.668
ENSG00000263675,MIR5581,3.841,-0.941,0.072546105,0.2567838,1,2.009
ENSG00000275045,GTF2H2,1.146,2.31,0.0725011,0.2567838,0.999,0.93
ENSG00000267690,LDLRAD4-AS1,-0.84,2.395,0.072557205,0.2567838,0.959,0.935
ENSG00000198205,ZXDA,-0.82,2.75,0.072506983,0.2567838,0.966,0.905
ENSG00000170954,ZNF415,0.685,3.459,0.072554285,0.2567838,0.996,0.604
ENSG00000049192,ADAMTS6,1.115,3.503,0.072511488,0.2567838,1,0.909
ENSG00000275331,ABCC6,-0.731,3.869,0.072560631,0.2567838,0.977,0.798
ENSG00000280951,SURF4,-0.543,4.778,0.072549878,0.2567838,0.984,0.571
ENSG00000215474,SKOR2,3.053,1.057,0.0725882,0.256847621,1,1.945
ENSG00000232308,DPCR1,4.155,-0.774,0.072711556,0.257115238,1,2.185
ENSG00000221990,EXOC3-AS1,1.348,1.428,0.072702643,0.257115238,0.999,1.052
ENSG00000186625,KATNA1,0.671,3.64,0.072703766,0.257115238,0.997,0.578
ENSG00000162408,NOL9,0.639,5.864,0.072705637,0.257115238,0.999,0.567
ENSG00000002834,LASP1,-0.437,6.691,0.07269117,0.257115238,0.989,0.455
ENSG00000196661,OR8B3,4.209,-0.745,0.072727602,0.257138227,1,2.219
ENSG00000070413,DGCR2,-0.526,5.869,0.072758835,0.257214895,0.987,0.557
ENSG00000174799,CEP135,0.495,4.826,0.072775921,0.257241538,0.997,0.434
ENSG00000100299,ARSA,-0.699,3.877,0.072832195,0.257406675,0.978,0.755
ENSG00000086666,ZFAND6,-0.609,5.033,0.072881781,0.257548132,0.983,0.655
ENSG00000237468,LOC101928661,3.105,-0.452,0.072906496,0.257601676,1,2.022
ENSG00000266517,MIR4715,-1.766,-1.282,0.072927213,0.257607298,0.806,2.377
ENSG00000146535,GNA12,-0.441,5.557,0.072924583,0.257607298,0.986,0.458
ENSG00000128944,KNSTRN,0.793,4.186,0.073069369,0.258075607,0.999,0.68
ENSG00000139626,ITGB7,-0.935,2.349,0.073084065,0.258093675,0.963,1.043
ENSG00000111145,ELK3,-0.473,4.864,0.073118821,0.258148728,0.983,0.492
ENSG00000104765,BNIP3L,-0.6,5.559,0.073115548,0.258148728,0.985,0.646
ENSG00000159788,RGS12,0.607,6.913,0.073174595,0.258311788,0.999,0.542
ENSG00000162777,DENND2D,-0.54,4.646,0.073264027,0.2585936,0.982,0.571
ENSG00000150361,KLHL1,3.148,1.837,0.073345614,0.258847653,1,2.041
ENSG00000135587,SMPD2,-0.715,3.23,0.073371486,0.258892923,0.971,0.776
ENSG00000164823,OSGIN2,-0.63,3.899,0.073377662,0.258892923,0.977,0.677
ENSG00000178033,FAM26E,-0.751,3.463,0.07339283,0.258893603,0.973,0.826
ENSG00000149548,CCDC15,0.864,3.889,0.073397076,0.258893603,0.999,0.734
ENSG00000202252,SNORD14C,4.078,-0.881,0.073411021,0.258901782,1,2.18
ENSG00000253958,CLDN23,-1.42,0.158,0.073428925,0.258901782,0.914,1.695
ENSG00000187773,FAM69C,2.741,1.866,0.0734397,0.258901782,1,1.792
ENSG00000132763,MMACHC,0.639,4.9,0.073426949,0.258901782,0.998,0.566
ENSG00000116478,HDAC1,0.537,5.596,0.07344745,0.258901782,0.998,0.483
ENSG00000161958,FGF11,1.228,2.492,0.073467473,0.258938478,0.999,1.008
ENSG00000137331,IER3,5.562,-0.083,0.073494955,0.259001453,1,2.811
ENSG00000251192,ZNF674,0.562,4.543,0.073530441,0.259092613,0.997,0.495
ENSG00000176410,DNAJC30,0.616,3.61,0.073554705,0.259144211,0.996,0.54
ENSG00000267272,LINC01140,-0.639,3.678,0.073580396,0.259200826,0.974,0.688
ENSG00000122194,PLG,-0.654,3.654,0.073632854,0.259351701,0.974,0.709
ENSG00000211581,MIR765,3.768,-0.953,0.073655086,0.259396093,1,1.957
ENSG00000141499,WRAP53,0.978,3.573,0.073664947,0.259396908,0.999,0.826
ENSG00000148377,IDI2,3.39,-0.165,0.07369214,0.259427721,1,1.975
ENSG00000119574,ZBTB45,0.83,3.944,0.073703267,0.259427721,0.999,0.717
ENSG00000215256,DHRS4-AS1,0.604,5.19,0.073696205,0.259427721,0.999,0.531
ENSG00000269343,ZNF587B,0.602,5.277,0.07371222,0.259427721,0.998,0.535
ENSG00000101255,TRIB3,0.998,3.168,0.073731714,0.259428542,0.999,0.84
ENSG00000127824,TUBA4A,-0.814,3.357,0.073731087,0.259428542,0.973,0.9
ENSG00000097021,ACOT7,0.986,3.168,0.073760664,0.259496508,0.999,0.827
ENSG00000173156,RHOD,-1.433,-0.019,0.07381805,0.259664485,0.901,1.735
ENSG00000100201,DDX17,-0.511,9.118,0.07388378,0.259861766,0.989,0.545
ENSG00000224771,ATP2B2-IT2,-1.809,-0.972,0.073914725,0.259935668,0.871,2.262
ENSG00000127318,IL22,4.651,-0.524,0.073924091,0.259935668,1,2.448
ENSG00000197465,GYPE,-0.882,2.66,0.073953804,0.260006208,0.965,0.987
ENSG00000184140,OR4F6,4.266,-0.716,0.073982605,0.260073524,1,2.261
ENSG00000134644,PUM1,0.473,7.079,0.074001794,0.260107037,0.998,0.432
ENSG00000186866,POFUT2,-0.645,4.725,0.074012513,0.260110773,0.981,0.699
ENSG00000158435,CNOT11,0.693,3.934,0.074049977,0.26017455,0.997,0.614
ENSG00000016082,ISL1,1.726,5.215,0.074041961,0.26017455,1,1.323
ENSG00000243570,CFB,-0.726,0.972,0.074064635,0.260192115,0.893,0.742
ENSG00000021574,SPAST,0.776,4.736,0.074074706,0.260193564,0.999,0.673
ENSG00000228544,CCDC183-AS1,0.857,4.101,0.07409158,0.260218901,0.999,0.735
ENSG00000242335,CFB,-0.726,0.972,0.074123481,0.260244659,0.893,0.743
ENSG00000234647,LOC101929420,1.299,1.739,0.074111582,0.260244659,0.999,1.045
ENSG00000182054,IDH2,0.69,5.76,0.074127896,0.260244659,0.999,0.61
ENSG00000147162,OGT,-0.517,8.272,0.074176408,0.260381038,0.988,0.552
ENSG00000268403,LOC644656,1.344,1.453,0.074218912,0.260496292,0.999,1.02
ENSG00000049247,UTS2,-1.33,1.275,0.074268935,0.260637908,0.934,1.622
ENSG00000244578,LINC01391,3.182,0.212,0.07429829,0.260706962,1,2.058
ENSG00000164690,SHH,-1.187,2.408,0.074309836,0.260713514,0.954,1.413
ENSG00000107745,MICU1,-0.499,4.797,0.074326965,0.260739562,0.981,0.528
ENSG00000150093,ITGB1,-0.557,7.527,0.074336619,0.260739562,0.987,0.6
ENSG00000260589,STAM-AS1,1.121,1.413,0.074349836,0.260747949,0.996,0.91
ENSG00000169122,FAM110B,1.23,3.852,0.074358369,0.260747949,1,0.999
ENSG00000044115,CTNNA1,-0.458,6.758,0.074403964,0.260873876,0.988,0.485
ENSG00000205097,FRG2,1.891,0.041,0.074433017,0.260941775,0.999,1.313
ENSG00000134602,STK26,-0.932,2.614,0.074482125,0.261045992,0.96,1.068
ENSG00000140545,MFGE8,-0.639,5.271,0.074472697,0.261045992,0.983,0.695
ENSG00000272079,LOC107984895,1.192,2.24,0.074574854,0.261317529,0.999,0.96
ENSG00000174007,CEP19,0.906,3.013,0.074579002,0.261317529,0.999,0.75
ENSG00000135469,COQ10A,0.757,3.811,0.074595066,0.261339821,0.998,0.664
ENSG00000182035,ADIG,4.542,-0.607,0.074712677,0.26169096,1,2.404
ENSG00000171824,EXOSC10,0.445,6.003,0.074714722,0.26169096,0.997,0.406
ENSG00000234161,PABPC5-AS1,3.837,-0.924,0.074753747,0.261751989,1,2.011
ENSG00000229901,LOC101929901,1.087,0.278,0.074750163,0.261751989,0.979,0.842
ENSG00000281876,LOC101929901,1.087,0.278,0.074761296,0.261751989,0.979,0.842
